식품명,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품명,식품중분류명,식품소분류명,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처명,식품중량
피자_더블체다 치즈버거 피자 오리지널 (P),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,273,,11.67,,,,3.89,,,,,,541,,,,,,,,,,4.54,,식품의약품안전처,1543
피자_더블체다 치즈버거 피자 치즈롤 (F),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,282,,13.58,,,,2.51,,,,,,572,,,,,,,,,,6.54,,식품의약품안전처,1590
피자_더블체다 치즈버거 피자 치즈롤 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,282,,13.38,,,,2.68,,,,,,572,,,,,,,,,,6.69,,식품의약품안전처,1195
피자_더블체다 치즈버거 피자 치즈롤 (P),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,282,,13.48,,,,2.5,,,,,,572,,,,,,,,,,6.49,,식품의약품안전처,2003
피자_더블포크쉬림프 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,262,,11.48,,,,5.96,,,,,,376,,,,,,,,,,2.67,,식품의약품안전처,1085
피자_돈까스웨그 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,306,,12.7,,,,3.97,,,,,,413,,,,,,,,,,6.35,,식품의약품안전처,1008g
피자_돈까스웨그 피자 (M),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,307,,12.14,,,,3.57,,,,,,407,,,,,,,,,,6.43,,식품의약품안전처,840g
피자_두둥 바이킹쉬림프 피자 (XL),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,206,,12.43,,,,2.7,,,,,,481,,,,,,,,,,3.07,,식품의약품안전처,1024g
피자_딜라이트치킨볼 피자 골드 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,265,,13.81,,,,6.07,,,,,,441,,,,,,,,,,4.71,,식품의약품안전처,1095
피자_딜라이트치킨볼 피자 골드 (M),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,256,,13.23,,,,4.82,,,,,,438,,,,,,,,,,4.05,,식품의약품안전처,735.2
기타차_샹그리아 프루티 핫(HOT),음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,기타차,해당없음,해당없음,해당없음,100ml,44,,0.08,,,,9.89,,,,,,3,,,,,,,,,,0,,식품의약품안전처,473g
피자_대만 콘 치즈 감자 피자 오리지널 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,257,,9.3,10.89,,30.45,3.1,,,,,,373,,,,,,,,,16.42,4,0.12,식품의약품안전처,1008g
피자_대만 콘 치즈 감자 피자 치즈버스트 나폴리 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,259,,10,13.59,,23.96,3.6,,,,,,513,,,,,,,,,22.1,5.4,0.18,식품의약품안전처,1021g
피자_대만 콘 치즈 감자 피자 치즈버스트 오리지널 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,257,,9,11.96,,28.33,2.5,,,,,,423,,,,,,,,,15.29,4.5,0.15,식품의약품안전처,1210g
피자_대만 콘 치즈 감자 피자 슈퍼시드 화이버 버스트 오리지널 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,307,,11.04,12.42,,29.03,5.75,,,,,,398,,,,,,,,,23.18,5.72,0.21,식품의약품안전처,1188g
피자_대만 콘 치즈 감자 피자 더블치즈 엣지 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,250,,9.8,11.66,,26.48,3.8,,,,,,497,,,,,,,,,19.34,4.8,0.16,식품의약품안전처,1186g
피자_대왕페퍼로니 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,276,,13.66,,,,4.88,,,,,,553,,,,,,,,,,4.88,,식품의약품안전처,820g
피자_대왕햄 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,297,,13.51,,,,4.95,,,,,,535,,,,,,,,,,6.31,,식품의약품안전처,890g
피자_더블 치즈버거 피자 골드링 (F),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,308,,12.2,,,,7.55,,,,,,570,,,,,,,,,,5.81,,식품의약품안전처,1377
피자_더블 치즈버거 피자 골드링 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,308,,12.15,,,,7.81,,,,,,570,,,,,,,,,,6.08,,식품의약품안전처,921.5
피자_더블 치즈버거 피자 골드링 (P),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,308,,12.35,,,,7.52,,,,,,570,,,,,,,,,,5.91,,식품의약품안전처,1862
피자_더블 치즈버거 피자 골드링씬 (F),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,322,,11.18,,,,5.29,,,,,,523,,,,,,,,,,7.65,,식품의약품안전처,1360
피자_더블 치즈버거 피자 씬 (F),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,324,,12.25,,,,1.53,,,,,,587,,,,,,,,,,6.89,,식품의약품안전처,1044
피자_더블 치즈버거 피자 오리지널 (F),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,290,,10.55,,,,5.28,,,,,,597,,,,,,,,,,4.52,,식품의약품안전처,1061
피자_더블 치즈버거 피자 오리지널 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,290,,10.65,,,,5.07,,,,,,597,,,,,,,,,,4.56,,식품의약품안전처,789g
피자_더블 치즈버거 피자 오리지널 (P),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,290,,11.11,,,,5.19,,,,,,597,,,,,,,,,,4.44,,식품의약품안전처,1349
피자_더블 치즈버거 피자 치즈롤 (F),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,300,,12.08,,,,3.45,,,,,,631,,,,,,,,,,6.33,,식품의약품안전처,1391
피자_더블 치즈버거 피자 치즈롤 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,300,,12.23,,,,3.82,,,,,,631,,,,,,,,,,6.12,,식품의약품안전처,1046
피자_더블 치즈버거 피자 치즈롤 (P),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,300,,12.56,,,,3.42,,,,,,631,,,,,,,,,,6.28,,식품의약품안전처,1752
피자_뉴욕베이컨체더 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,247,,5.94,,,,2.45,,,,,,425,,,,,,,,,,5.76,,식품의약품안전처,995g
피자_뉴욕페퍼로니 피자,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,290,,14.69,11.24,,36.18,5.33,,,,,,417,,,,,,,,,20.4,5.11,0.25,식품의약품안전처,751g
피자_니가가라하와이 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,263,,12.9,,,,6.45,,,,,,280,,,,,,,,,,5.38,,식품의약품안전처,744g
피자_니가가라하와이 피자 (M),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,263,,12.9,,,,6.45,,,,,,280,,,,,,,,,,5.38,,식품의약품안전처,558g
피자_단짠반반 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,263,,9.57,,,,6.1,,,,,,347,,,,,,,,,,5.69,,식품의약품안전처,979.3
피자_단짠반반 피자 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,269,,9.95,,,,6.01,,,,,,359,,,,,,,,,,6.17,,식품의약품안전처,613.1
피자_단짠콘후라이 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,240,,11.57,,,,3.31,,,,,,347,,,,,,,,,,4.13,,식품의약품안전처,968g
피자_단짠콘후라이 피자 (M),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,240,,11.46,,,,4.17,,,,,,344,,,,,,,,,,4.17,,식품의약품안전처,576g
피자_달달고구마 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,248,,11.02,,,,8.66,,,,,,268,,,,,,,,,,4.72,,식품의약품안전처,1016g
피자_달달고구마 피자 (M),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,248,,10.64,,,,8.51,,,,,,262,,,,,,,,,,4.96,,식품의약품안전처,846g
피자_달달옥수수 피자 씬 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,350,,12.11,,,,7.63,,,,,,493,,,,,,,,,,8.86,,식품의약품안전처,457g
피자_달콤불고기 피자,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,205,,14.18,,,23.4,9.22,,,,,,379,,,,,,,,,22.7,3.55,0,식품의약품안전처,1126g
피자_달콤옥수수 피자,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,275,,12.12,,,,4.04,,,,,,422,,,,,,,,,,4.17,,식품의약품안전처,790g
피자_대만 콘 치즈 감자 피자 나폴리 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,253,,8.9,11.73,,27.86,5,,,,,,422,,,,,,,,,19.3,4,0.15,식품의약품안전처,793g
피자_대만 콘 치즈 감자 피자 더블치즈 페퍼로니 엣지 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,254,,10.32,13.27,,25.58,3.68,,,,,,511,,,,,,,,,20.9,5.02,0.19,식품의약품안전처,1226g
피자_대만 콘 치즈 감자 피자 슈퍼시드 화이버 오리지널 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,260,,8.5,10.57,,32.66,5,,,,,,284,,,,,,,,,17.8,3.7,0.16,식품의약품안전처,1002g
피자_대만 콘 치즈 감자 피자 슈화 더블치즈 페퍼로니 엣지 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,307,,11.63,13.25,,27.85,4.94,,,,,,419,,,,,,,,,22.44,5.91,0.23,식품의약품안전처,1199g
피자_대만 콘 치즈 감자 피자 씬 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,261,,9,13.73,,25.38,6.5,,,,,,414,,,,,,,,,20.24,5.5,0.14,식품의약품안전처,658g
피자_나이스투미트유 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,270,,15.97,,,,3.65,,,,,,499,,,,,,,,,,5.42,,식품의약품안전처,1145g
피자_눈꽃치즈 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,248,,8.75,,,,6.88,,,,,,233,,,,,,,,,,4.38,,식품의약품안전처,1279g
피자_뉴욕 오리진 피자 나폴리 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,249,,11.6,12.74,,21.97,3.28,,,,,,529,,,,,,,,,28.02,6.16,0.32,식품의약품안전처,945g
피자_뉴욕 오리진 피자 나폴리 (M),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,244,,12.87,11.91,,21.31,2.54,,,,,,511,,,,,,,,,26.85,5.37,0.25,식품의약품안전처,553g
피자_뉴욕 오리진 피자 더블치즈 페퍼로니 엣지 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,249,,13.31,14.96,,17.22,2.34,,,,,,512,,,,,,,,,26.92,5.84,0.33,식품의약품안전처,1382g
피자_뉴욕 오리진 피자 더블치즈 페퍼로니 엣지 (M),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,267,,14.13,13.38,,19.95,2.49,,,,,,507,,,,,,,,,26.67,5.86,0.31,식품의약품안전처,826g
피자_뉴욕 오리진 피자 더블치즈 엣지 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,245,,12.94,11.94,,21.38,2.41,,,,,,499,,,,,,,,,24.54,5.67,0.26,식품의약품안전처,1342g
피자_뉴욕 오리진 피자 더블치즈 엣지 (M),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,264,,13.84,11.66,,25.84,2.55,,,,,,496,,,,,,,,,25.5,5.72,0.25,식품의약품안전처,806g
피자_뉴욕 오리진 피자 슈퍼시드 화이버 버스트 오리지널 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,299,,14.13,14.18,,21.35,1.66,,,,,,460,,,,,,,,,23.26,7.68,0.29,식품의약품안전처,1351g
피자_뉴욕 오리진 피자 슈퍼시드 화이버 오리지널 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,257,,11.9,12.87,,23.25,1,,,,,,359,,,,,,,,,18.65,5.9,0.26,식품의약품안전처,1165g
피자_뉴욕 오리진 피자 슈퍼시드 화이버 오리지널 (M),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,255,,12.6,12.55,,23.01,1.5,,,,,,377,,,,,,,,,22.08,5.5,0.24,식품의약품안전처,661g
피자_뉴욕 오리진 피자 슈화 더블 치즈 페퍼로니 엣지 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,298,,14.56,14.89,,20.38,1.07,,,,,,476,,,,,,,,,22.61,7.78,0.31,식품의약품안전처,1362g
피자_뉴욕 오리진 피자 슈화 더블 치즈 페퍼로니 엣지 (M),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,307,,15.84,14.97,,19.47,1.58,,,,,,524,,,,,,,,,26.9,7.9,0.31,식품의약품안전처,797g
피자_뉴욕 오리진 피자 씬 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,260,,13.45,15.43,,16.78,2.75,,,,,,530,,,,,,,,,33.01,7.73,0.35,식품의약품안전처,788g
피자_뉴욕 오리진 피자 씬 (M),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,269,,14.66,16.16,,21.97,2.66,,,,,,561,,,,,,,,,30.58,7.94,0.27,식품의약품안전처,419g
피자_뉴욕 오리진 피자 오리지널 (M),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,250,,13.24,11.19,,24.06,2.36,,,,,,475,,,,,,,,,22.91,4.99,0.25,식품의약품안전처,663g
피자_뉴욕 오리진 피자 치즈버스트 나폴리 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,270,,12.62,17.48,,15.52,3.03,,,,,,538,,,,,,,,,33.41,8.97,0.4,식품의약품안전처,1185g
피자_뉴욕 오리진 피자 치즈버스트 오리지널 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,234,,12.47,10.94,,21.32,2.95,,,,,,486,,,,,,,,,28.65,5.47,0.26,식품의약품안전처,1374g
피자_그린머쉬룸 피자 리코타링 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,263,,13.13,,,,5.56,,,,,,398,,,,,,,,,,5.05,,식품의약품안전처,790g
피자_그린머쉬룸 피자 리코타링 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,264,,13.01,,,,6.5,,,,,,411,,,,,,,,,,5.69,,식품의약품안전처,491g
피자_그린머쉬룸 피자 석쇠 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,255,,13.29,,,,5.2,,,,,,358,,,,,,,,,,3.47,,식품의약품안전처,690g
피자_그린머쉬룸 피자 석쇠 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,254,,12.62,,,,5.83,,,,,,358,,,,,,,,,,3.88,,식품의약품안전처,411g
피자_그린머쉬룸 피자 씬바샤삭 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,305,,14.52,,,,4.03,,,,,,319,,,,,,,,,,7.26,,식품의약품안전처,495g
피자_그린머쉬룸 피자 씬바샤삭 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,299,,15.6,,,,3.55,,,,,,318,,,,,,,,,,7.09,,식품의약품안전처,376g
피자_그린머쉬룸 피자 치즈링 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,252,,13.86,,,,4.95,,,,,,431,,,,,,,,,,3.96,,식품의약품안전처,810g
피자_그린머쉬룸 피자 치즈링 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,252,,14.06,,,,4.69,,,,,,454,,,,,,,,,,4.69,,식품의약품안전처,511g
피자_그린잇 식물성 가든 스페셜 피자 오리지널 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,211,,5.74,,,,5.74,,,,,,439,,,,,,,,,,3.65,,식품의약품안전처,767g
피자_그린잇 식물성 마가리타 피자 오리지널 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,274,,6.85,,,,6.16,,,,,,566,,,,,,,,,,3.42,,식품의약품안전처,584g
피자_그릴드비프 갈비천왕 피자,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,297,,12.34,,,30.52,6.49,,,,,,553,,,,,,,,,0.19,4.55,,식품의약품안전처,100g
피자_까르보치킨 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,235,,10.51,,,,4.74,,,,,,340,,,,,,,,,,3.39,,식품의약품안전처,1160g
피자_깐쇼불갈비 피자 씬바샤삭 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,288,,12.17,,,,4.23,,,,,,447,,,,,,,,,,5.82,,식품의약품안전처,757g
피자_깐쇼불갈비 피자 씬바샤삭 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,264,,11.11,,,,2.47,,,,,,461,,,,,,,,,,5.56,,식품의약품안전처,646g
피자_꽃길만 감자 피자,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,198,,8.89,6.87,,25.27,6.26,,,,,,299,,,,,,,,,12.02,2.91,0.12,식품의약품안전처,927g
피자_꽃 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,283,,15.57,,,,4.72,,,,,,547,,,,,,,,,,5.66,,식품의약품안전처,850g
피자_꽉채운 페퍼로니 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,260,,13.87,,,,4.59,,,,,,444,,,,,,,,,,5.86,,식품의약품안전처,793
피자_꽉채운 페퍼로니 피자 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,262,,14.26,,,,4.59,,,,,,447,,,,,,,,,,6.35,,식품의약품안전처,493.1
기타차_배도라지차 아이스(ICED),음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,기타차,해당없음,해당없음,해당없음,100ml,41,,0,0,,10.15,7.78,,,,,,3,,,,,,,,,,0,,식품의약품안전처,650g
피자_고구마 피자 씬바샤삭 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,272,,11.03,,,,7.35,,,,,,372,,,,,,,,,,6.62,,식품의약품안전처,545g
피자_고기농장 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,171,,8.09,,,,0.85,,,,,,324,,,,,,,,,,3.4,,식품의약품안전처,940g
피자_고기천국 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,271,,14.95,,,,4.67,,,,,,421,,,,,,,,,,5.61,,식품의약품안전처,856g
피자_고기천국 피자 (M),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,270,,14.71,,,,4.9,,,,,,412,,,,,,,,,,5.88,,식품의약품안전처,612g
피자_고르곤졸라 피자 씬 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,339,,15.78,,,,4.51,,,,,,371,,,,,,,,,,12.36,,식품의약품안전처,469.4
피자_고르곤졸라 피자 씬 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,342,,16.11,,,,4.23,,,,,,367,,,,,,,,,,12.57,,식품의약품안전처,299.9
피자_고르곤졸라 피자,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,297,,16.67,,,34.44,3.33,,,,,,526,,,,,,,,,36.67,6.67,0,식품의약품안전처,716g
피자_고르곤졸라 피자,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,278,,15.71,,,,0.43,,,,,,376,,,,,,,,,,4.65,,식품의약품안전처,100g
피자_고르곤졸라 피자 씬바샤삭 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,366,,20.51,,,,1.71,,,,,,443,,,,,,,,,,8.55,,식품의약품안전처,467g
피자_고르곤졸라 피자 씬바샤삭 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,373,,18.4,,,,3.2,,,,,,462,,,,,,,,,,10.4,,식품의약품안전처,332g
피자_고르목졸라 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,319,,18.07,,,,3.61,,,,,,253,,,,,,,,,,6.02,,식품의약품안전처,664g
피자_고르목졸라 피자 (M),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,315,,17.28,,,,3.7,,,,,,259,,,,,,,,,,6.17,,식품의약품안전처,486g
피자_고추불고기 피자,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,221,,14.18,,,24.63,5.97,,,,,,549,,,,,,,,,32.09,3.73,0,식품의약품안전처,1074g
피자_고추장불고기 피자,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,270,,14.16,,,,7.96,,,,,,593,,,,,,,,,,3.89,,식품의약품안전처,900g
피자_국민반반 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,235,,11.23,,,,4.99,,,,,,393,,,,,,,,,,5.27,,식품의약품안전처,889.6
피자_국민반반 피자 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,239,,11.63,,,,4.98,,,,,,407,,,,,,,,,,5.78,,식품의약품안전처,545.3
피자_그라나콤비네이션 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,249,,5.28,,,,2.5,,,,,,500,,,,,,,,,,5.57,,식품의약품안전처,985g
피자_그린머쉬룸 피자 골드스윗 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,263,,12.73,,,,6.36,,,,,,357,,,,,,,,,,5.45,,식품의약품안전처,880g
